Date,Close,Close,Close,High,High,High,Low,Low,Low,Open,Open,Open,Volume,Volume,Volume
,MA,PYPL,V,MA,PYPL,V,MA,PYPL,V,MA,PYPL,V,MA,PYPL,V
2020-01-27,305.2571716308594,114.97420501708984,192.91958618164062,308.72764750379673,115.71250374029354,194.48827079545055,302.0960491926715,112.0509625489179,190.44221489070128,304.609494222268,113.36791775846784,191.30307288055732,4367500,7002300,7198900
2020-01-28,309.60723876953125,116.25125122070312,194.02919006347656,310.81562251367717,116.93966221855557,194.9761311409568,304.95738048218226,114.45041402558017,193.00571139335906,305.2860573204032,115.56284783464854,193.58918647742854,3486200,6433000,7215700
2020-01-29,309.6556701660156,116.39093780517578,195.9517822265625,313.63849927416464,117.25892635649335,196.9656864057259,306.22384176342274,114.89439742092009,193.7039647763271,312.24643848857966,117.19906717689848,195.41613583721352,4389400,9236800,7041700
2020-01-30,313.6578674316406,116.8498764038086,199.15611267089844,313.8898972632983,116.92968610631719,199.43349576347111,307.4226225479364,112.16071194756704,194.47875213104794,308.37965341112437,112.52986131738672,195.1291757110221,3512100,13653300,8571900
2020-01-31,305.4214782714844,113.62732696533203,190.31788635253906,313.65781307968916,117.04941642231749,195.11002365629878,304.02941752903246,112.88903581008745,189.6387539393597,312.3817819837439,116.48073135742129,192.72830945045192,5586800,9467200,16699600
2020-02-03,313.7158203125,116.24127960205078,192.07786560058594,314.6438804963588,116.96959164322604,193.46481008707477,307.8285768097246,113.78695434107773,191.15961893992153,308.1862537653195,114.0363777327839,191.24570182774616,4240100,8234700,10885900
2020-02-04,318.1627197265625,119.80304718017578,194.70826721191406,320.69548827457453,120.06244203105925,196.00912870446973,315.4269508945865,117.02946023948337,193.43610001295943,317.31201253452883,117.767751359025,194.65087862471205,4158200,7396800,10205900
2020-02-05,317.389404296875,119.44387817382812,193.99095153808594,323.84700312965043,121.90818256646668,196.65963857986955,313.3775741882696,118.61678781033642,191.25531598520195,323.84700312965043,120.9204604288857,196.56398116941568,3868000,7595300,8672400
2020-02-06,318.336669921875,119.61348724365234,194.21090698242188,320.2024372435315,120.32184879896074,195.73177776903856,316.7706089743739,119.19445775095694,193.67526062033215,318.35602294692137,119.81302292251733,194.22048147870336,3422000,4020300,7001200
2020-02-07,316.1132507324219,118.6058120727539,193.92398071289062,318.86837212076915,119.39399092781059,194.96657922862042,315.02086688884583,118.1369024760678,192.3457211936359,317.079957921206,119.32415268049154,193.1970195057418,2584200,4166300,5691100
2020-02-10,319.2840881347656,119.78308868408203,197.03262329101562,319.2840881347656,119.8728850643458,197.16653487053875,314.67290490153334,118.22668913629101,193.0822098021813,314.77922854453806,118.28654831526822,193.1874270857543,3848100,4868000,6239500
2020-02-11,319.9027404785156,118.56590270996094,195.07179260253906,324.349569731401,120.72092452035092,198.6395916819762,318.6846800388403,118.12692270590959,194.7848350052455,323.84689263801727,120.48148018979582,198.4769857824061,3449300,4677400,10231900
2020-02-12,323.0349426269531,118.28655242919922,198.4196014404297,323.31529602844785,119.63344489741407,199.09871935348747,318.2594057950518,117.59814901162524,196.0857010054147,319.8061435080864,118.57588449064843,196.0857010054147,2451000,6482300,7355800
2020-02-13,324.6589050292969,120.2320556640625,198.66864013671875,326.58264269472124,120.82069122361271,199.69360111210318,321.0724299917558,117.52830697102421,197.37548269596826,321.2464301872943,117.76775129933294,197.9214786065764,3001000,6066300,9495300
2020-02-14,329.59881591796875,122.70633697509766,201.43701171875,329.6858160216311,122.71631604266481,201.90638850994347,325.80931089404976,120.52139310938524,199.25299842526417,326.224987889846,120.61118188209474,199.52120955840027,2716300,5769900,6548800
2020-02-18,329.8791198730469,121.98799133300781,202.30868530273438,331.67721041173365,122.70633193235606,202.59605852179178,329.0574424430069,121.39935577130733,200.54615099658227,330.2464732896366,122.29728152049263,201.15920704291383,3597300,5085700,7651500
2020-02-19,333.0886535644531,123.62421417236328,204.32984924316406,335.67942195969255,124.16296200291423,205.15364464456758,331.22291561947907,122.0179269123412,202.80679024106954,332.5376233418759,122.34716000616724,203.57311392411606,3040300,4878600,5927500
2020-02-20,332.9822998046875,122.14762878417969,202.5481414794922,335.6890681068683,124.02329002777496,204.6938447478412,326.91137989702895,120.12231197696075,199.51159739398705,334.2293308252127,123.57433094870211,203.19952168912275,4316000,7212900,8531900
2020-02-21,328.3905029296875,119.21440887451172,200.019287109375,332.441009139771,121.5689664336081,201.3699309033226,324.4366438546259,118.25662390989937,198.6878054262629,331.14559531229526,121.43926900287249,201.06339559558643,4997100,5894500,9231500
2020-02-24,313.8608703613281,116.17144775390625,190.42111206054688,318.37537690684997,116.5206389991638,195.19146903080636,303.3914138385039,113.25817659339043,185.84234696198564,306.9392425908591,114.02640494475527,189.55900710353535,7816000,10139300,13316800
2020-02-25,292.8059387207031,109.4070816040039,180.468505859375,312.46875833595004,116.14649899465718,191.4747913734109,290.7468477998106,109.07784089587008,179.81714032769145,310.64166768730666,115.40321453753045,190.42109464109186,12715700,13636100,18539000
2020-02-26,288.1174621582031,108.85835266113281,179.32862854003906,297.63953530080937,112.37023089221563,185.36339233585912,287.97246195838,108.34952677814185,179.15619878268024,291.9456149413665,109.55673515794525,182.00116553963875,9403300,10301800,14214700
2020-02-27,276.3042907714844,107.59127044677734,172.43173217773438,287.5471015211506,111.7915670557942,178.4952465031878,271.5867543725108,106.05482905433341,172.42215843083935,275.54058373518706,106.05482905433341,174.45290361955216,13814600,15461900,17536600
2020-02-28,280.5867614746094,107.74092864990234,174.10806274414062,280.72211464175524,108.47922738697709,174.65407327433994,264.4427396253162,103.4807803699079,165.69769399106607,265.7381532193385,104.0195358219092,166.47359138332163,12846000,17213100,22659000
2020-03-02,296.5277099609375,112.59970092773438,184.23306274414062,296.7403866911997,112.78926514855824,184.33843241686904,279.8036898594779,106.28429857797225,175.39164244667933,288.9390832482329,107.21215393557615,178.47608419410423,9688100,13367000,17434500
2020-03-03,282.2785949707031,109.50685119628906,177.91094970703125,304.11651424006305,114.29577588861193,185.87110472626335,281.1475341950945,108.01031080272602,176.73273556254227,304.11651424006305,112.55979116338227,185.066471389364,8051100,11912300,15226400
2020-03-04,292.29364013671875,115.03407287597656,186.1105499267578,292.71899375987806,115.12386164455825,186.30214179010113,283.0035960298482,110.36486661478058,178.33239969316975,289.15184103476486,111.78158967225424,182.34600659785553,6463800,8245200,10789100
2020-03-05,281.05078125,111.9212646484375,179.08917236328125,288.76508545097704,114.63499236851438,183.84035300470237,278.6436603776452,110.98343025969974,177.8247360629039,285.8649639915875,111.77160909103074,183.18898735886597,6621300,7671500,10106900
2020-03-06,277.45458984375,110.63423919677734,176.5985870361328,279.2333272113433,111.3126711277971,178.15996997285276,269.3439038263312,107.33187592097418,172.40297697454,273.27840845815336,107.70101766975105,175.81310138665955,7061500,8524300,15183200
2020-03-09,253.28695678710938,101.39559936523438,163.9255828857422,269.94330255929896,106.74323775126553,172.01026868185392,252.48457330963888,99.48002945101975,161.22429537814713,256.177401804708,102.48308936385921,164.00221671039816,8498300,12458900,20486400
2020-03-10,271.22906494140625,109.48689270019531,174.9127197265625,271.51906532083643,109.48689270019531,174.92229347417785,254.1086580043078,102.93204610250807,164.64402034917975,267.21723568427797,105.05713832590037,171.91448506878385,8131400,11748500,16119400
2020-03-11,260.77899169921875,103.66036987304688,165.6689910888672,264.91649809651113,107.50148883336426,171.20565823635238,254.54371731122234,101.74479992669927,163.0347630834702,263.8627905948028,106.40402736067334,170.17112330208172,8366800,10756400,14598200
2020-03-12,233.45977783203125,96.73637390136719,153.3407745361328,253.75095156624946,104.53833781978719,164.75895126519362,232.90874767354373,94.28204847356633,150.3808643265738,236.38889933035827,96.33729492515114,151.8272893926348,15031500,20114400,27467700
2020-03-13,261.02056884765625,109.89595031738281,168.42776489257812,261.039892367269,110.34490938757746,168.89714172894992,237.32657062500397,99.54986506234306,155.38115560208922,250.16443851989098,100.28815618667572,161.61708697233894,9934900,19170600,19948900
2020-03-16,227.80453491210938,92.50614929199219,145.6105499267578,249.14944539071018,102.917079288845,158.35063826553426,221.62727678883115,91.0195879997579,141.75020942506015,226.68316582419885,93.78319584734497,144.7771805956276,12111500,16204900,23692000
2020-03-17,229.96029663085938,97.64427185058594,151.24301147460938,242.16013588198982,100.8468672776646,156.80841479856085,224.237392195678,90.31121806562311,142.96674615140557,232.47372631649176,94.2820417996016,149.19310360523562,12665200,17969400,22298000
2020-03-18,220.3415985107422,91.24905395507812,142.22914123535156,221.4726590873673,94.88065797899365,144.3365205839007,206.1213416974945,85.9513034786328,133.9145672878219,214.93770798146,91.64314718196505,142.20999373851362,11352800,16073300,22787500
2020-03-19,219.5875244140625,93.47391510009766,145.84042358398438,230.5596565264291,97.83383122697884,150.62992846358978,204.50690164267635,86.83925118881987,135.51425223286785,216.55206453661788,91.34882287690846,140.73480962835595,9126400,12181600,19362800
2020-03-20,204.38121032714844,86.4800796508789,140.64857482910156,228.16221054016552,96.00805636608939,151.59737384911008,203.00848803528908,86.01116245130214,139.53740640413656,228.16221054016552,95.41941319689793,148.30220740743022,10518600,14874400,18692100
2020-03-23,196.5315399169922,85.06336212158203,130.02542114257812,208.4993627819347,87.94669614050474,137.3150446449587,193.3317420441594,81.88071696508183,128.2916089329896,196.5122016463938,86.09098535584052,135.38008151244455,11588700,12969700,30344100
2020-03-24,229.1772918701172,97.06561279296875,148.02444458007812,230.50167606521669,97.77397434675908,148.71413448905028,207.84205605852495,89.19381077338272,137.53543125437392,208.73142494691413,89.19381077338272,138.7423812868703,11654800,13936500,24488300
2020-03-25,247.94110107421875,95.48925018310547,154.96922302246094,257.4341444213338,100.18838596036589,161.09978359218692,232.35776923257862,95.05026257877444,147.1144377248716,239.64673584742968,97.20528433262008,152.61279474138883,12642700,11814400,20619600
2020-03-26,254.41795349121094,100.39790344238281,161.77032470703125,256.96039774449184,100.69721456476067,162.39295450719516,244.20952943733778,95.41442882091718,154.97879554425455,249.31374146427436,96.0878674285703,155.25659501798373,9957900,9451200,17062900
2020-03-27,239.40504455566406,93.264404296875,154.7584991455078,247.54473258113046,96.88104372172901,160.065279416747,236.55326111839815,92.8453671854424,151.49205289146315,241.90882754369017,96.77628254092127,154.2987107107917,7819300,11312000,14950700
2020-03-30,244.818603515625,96.80620574951172,158.5996551513672,245.7853107358249,98.03337218815864,158.8870137212155,236.50491552159323,94.15234481500225,153.92509419640226,237.66497598645836,95.27973580734454,154.2603507333611,5765800,8948600,15714500
2020-03-31,233.51780700683594,95.51918029785156,154.3369903564453,244.9829558792491,99.20166915388755,161.10935682420936,233.05379164501932,94.65119176316274,153.78140607318426,244.05492515561585,96.15770357395743,159.4234418635805,10373900,9881400,20613100
2020-04-01,220.99893188476562,91.16923522949219,146.66421508789062,229.20628126001466,94.45164797175934,151.41541023268914,219.53920933425752,90.17154166449176,145.04536014322736,223.2513614135608,92.50614856472764,149.73908356963213,6646200,9628400,12595200
2020-04-02,230.92703247070312,93.3042984008789,150.76402282714844,231.40070958243692,94.4616265843759,151.6836141270084,219.78089906451854,90.71029666671386,144.9208214610986,220.78626811361045,90.88988181202208,146.10862384499944,6446600,7077200,14051100
2020-04-03,229.1385955810547,92.17691040039062,145.45726013183594,231.89371687085003,92.7356163764047,151.08013383887612,222.6423223247373,89.67269735195946,144.25988398526636,229.09025727318837,92.5759893597427,149.01106434966596,4163000,7699500,11994700
2020-04-06,257.086181640625,101.43550872802734,162.30673217773438,258.21721283636674,102.26359626116889,163.5424179177404,241.68652429006954,96.03799019081684,151.58781867940874,243.61027742605793,97.57443928220532,153.28330737903332,8636700,11999000,16479100
2020-04-07,250.45452880859375,100.04871368408203,161.49249267578125,273.4525050679791,105.98499521233683,171.27266629387805,249.87452799625498,99.66959285369964,161.0231306373753,272.2344443589331,105.012237856151,170.27644127476762,8627300,10291500,15379000
2020-04-08,262.3343200683594,104.81768798828125,167.5751953125,263.2347407558595,105.26166133923199,168.5905679856061,250.67716076608954,100.5176309749068,160.86030026720815,254.16269356129052,101.37564808646523,163.81063696092528,5690100,9385900,11146500
2020-04-09,260.8335876464844,105.59588623046875,166.37782287597656,267.223726137468,108.44929051541993,169.7304762922972,259.20701553523105,104.53833345765399,165.57318956399777,266.38139520653954,105.38637148935251,168.849209148262,6662900,10894900,12231800
2020-04-13,254.96632385253906,105.7355728149414,161.8756561279297,260.1559021959387,106.04485540024903,165.06546744094837,247.61767385163617,102.1039610484021,159.1552068369682,259.67180117179083,104.60817415686198,165.00798111705853,7114400,7716200,14043700
2020-04-14,262.1116638183594,109.53179168701172,167.26861572265625,266.87523097164404,110.72403519271289,168.04451295180107,260.64000731879264,107.68106677474866,163.6381784972735,261.29837763066337,108.74859858482502,165.803028819515,6354400,8417900,9980500
2020-04-15,248.9635009765625,107.70101928710938,158.9732208251953,254.58875278667227,108.83838936328166,162.23007764999662,247.49181488145925,106.17454932234122,158.0057316771433,252.22633731028523,107.21215156252957,161.5978596235003,10240700,7821000,12118700
2020-04-16,238.91354370117188,108.06018829345703,155.5822296142578,250.17375356987105,109.27238994096518,160.9273172630343,236.92874122481768,106.32420361034936,153.07253446276238,250.17375356987105,109.2474460793181,160.0747862264756,11455400,9575600,20308200
2020-04-17,251.70362854003906,111.59202575683594,162.4025421142578,252.41042706783108,111.86140728690265,163.79151036861623,243.5126281270888,109.8001704563174,158.00577968009566,250.03831890311395,110.04560526997862,162.50791181735238,10412100,11069800,15375800
2020-04-20,243.72547912597656,111.91128540039062,157.3064727783203,248.46967766949578,114.03637756617304,160.38132620478117,241.73098542046668,109.77123605186934,156.32940985585688,246.4170794356477,110.64421792156551,160.2855448932653,6042700,10730700,10505200
2020-04-21,237.5483856201172,107.2919692993164,153.7718505859375,241.45991551277208,112.5897198124822,155.725976864821,236.3381330232623,107.16227187320543,152.44994249236393,238.80703650197327,110.86371416893688,155.1799662639416,5964600,11736600,10562100
2020-04-22,248.74075317382812,114.92433166503906,159.5767059326172,250.37701674530774,115.73246106949021,160.63997650634258,243.01867641068813,109.65651051700517,156.0612114164208,243.46405578417034,110.03563135612335,157.72796422876016,5083200,12874300,14502500
2020-04-23,247.7241668701172,114.97420501708984,159.3755645751953,254.0755844655477,118.11195556121085,163.23590423043316,247.15293122987754,114.73476069129836,159.21272316783094,251.14193355712814,115.67259508402864,160.8124159987253,4270600,7563200,11411300
2020-04-24,250.53196716308594,119.90281677246094,160.27597045898438,251.56792088108648,120.19214882895973,161.64576160067352,244.79052143317483,115.13384259746307,157.10530650180607,250.21244394622227,115.2036808447698,161.34881468835806,3824200,10677500,8391400
2020-04-27,256.6896667480469,120.25200653076172,164.529052734375,257.2705937607007,122.104725770407,165.09422537182604,251.25806861559562,119.77810360044889,161.4541990415471,251.9454836478621,120.97034712954235,161.5499803613603,4099900,6678200,9903300
2020-04-28,256.186279296875,115.87213134765625,164.04052734375,263.98029431386306,121.71861631397631,167.64222942673376,254.5984136843126,115.63567845721776,163.2071582470497,261.80183960818755,121.37940415168234,167.63265567974452,4344000,9192300,8614400
2020-04-29,274.66925048828125,123.29497528076172,174.1368408203125,275.9375928495343,123.74393435009227,174.57748177343078,267.4755161239137,118.37135225399345,168.68639564245566,269.59588104326895,119.02484794724285,169.40482149337515,8505000,9891500,12862800
2020-04-30,266.22650146484375,122.71631622314453,171.196044921875,272.6747302419287,123.16527531094891,174.17511721686293,264.71610872936577,120.34180812915547,170.18067233672153,269.57647206561614,121.07012021486464,174.127219250007,5898900,7569800,11331600
2020-05-01,260.19464111328125,120.33182525634766,168.17868041992188,265.2777024941103,122.41700121891105,172.077329769634,258.71329297846995,119.15454650826463,166.93340623489118,260.1559343005436,119.57357599187094,167.10582139371863,5067800,5613800,10109600
2020-05-04,260.6981506347656,123.37479400634766,168.73426818847656,261.4823921035521,123.89359132821744,169.4910182214534,254.64688649463002,120.03251436295889,164.49077345030742,257.0577006729598,120.98032784832215,165.66898767768467,3747100,7674400,9386200
2020-05-05,265.2680358886719,125.14070892333984,170.92782592773438,269.01497348437226,127.6449219980648,173.47584563577863,264.60963597032827,124.56204480679337,170.7553961783235,268.03707985705546,124.6518411891945,171.55045561879177,3926200,9241900,13513000
2020-05-06,263.77691650390625,128.01406860351562,171.25350952148438,268.1531782641972,129.2911152457346,172.91067386772636,262.91520266781623,125.82912470638722,170.39140461951973,268.1531782641972,126.75698009671794,172.15393864190466,3261900,14031200,8540500
2020-05-07,269.6152648925781,145.9525909423828,175.02767944335938,273.46872024378405,146.86049577762427,177.19253053488518,268.4243655625034,138.95876424390582,174.06020465351133,268.9762479018443,139.5972875428852,174.09851426394465,4371400,35487900,9262200
2020-05-08,273.4590148925781,144.62567138671875,177.2978973388672,274.4078636271365,146.06233738719266,177.93011552376748,270.61249823608745,141.78223852878025,175.8897816617755,274.38848067413085,142.9196086272364,177.24042561595076,3215400,13159500,6470100
2020-05-11,272.2874755859375,143.6279754638672,175.83230590820312,273.8172218378153,144.93495162688862,176.84767863354384,268.8019422654275,141.85206687353423,173.7919720929823,270.6124753875194,142.63028187699942,176.12925288073757,4056900,10273400,8683100
2020-05-12,263.45745849609375,140.70472717285156,171.9144744873047,273.3524851117275,145.31406673273534,176.2441906175504,263.45745849609375,140.58500881241702,171.81867855141306,271.53228998855866,143.66787838237576,175.83228563290552,4031400,9757600,8219700
2020-05-13,260.6012268066406,143.39849853515625,169.91873168945312,267.2915054776302,144.76534913511756,173.7567515709431,255.7892621843944,139.28800572684358,167.9517435720127,263.64136540644006,139.87664130403468,171.27163721149049,4802100,11142600,13377100
2020-05-14,268.4920349121094,144.07693481445312,173.5743865966797,268.73408535860955,144.36625925682725,173.71832107975862,255.5665351595639,141.10379695879496,166.7811065090256,261.60813439628697,141.7423354702888,168.81525169680455,6294200,9272900,9695100
2020-05-15,270.0702819824219,145.1743927001953,176.05955505371094,270.26393421114517,145.5535211461305,176.6832273670617,264.59994631357847,141.30335181905363,171.6266325686317,267.26250194902434,142.57041175140128,172.69168356714573,3813300,8361200,10785900
2020-05-18,280.6817932128906,145.9027099609375,183.63006591796875,282.80215825371914,148.835916204658,185.02134519685478,275.93760865768655,145.65328657390174,179.8783979699389,276.3829733668698,147.78335681869285,180.3869344329739,6037800,8576400,11802200
2020-05-19,281.4853515625,145.05467224121094,181.69186401367188,288.3498995497452,149.37468736635165,186.6237190365077,278.3483572861292,144.88506615563773,181.56712368090388,279.974958948653,146.41153614939276,183.39978171070442,5211800,7779100,7446800
2020-05-20,289.2987365722656,150.5918731689453,186.0095672607422,291.5740171092757,150.7315496628413,187.0938121724966,285.99719385887784,147.55887612492378,184.61828848212485,286.3457323851368,147.65865157353352,185.18439269728495,4592200,7811300,9545600
2020-05-21,284.903076171875,147.87814331054688,182.90081787109375,290.3927639287405,150.39233538905913,185.7793325477726,283.44108197287125,147.69855055028378,182.32512372028762,289.85057327490625,150.23270076295768,185.66419664578794,3944100,5612700,11338100
2020-05-22,285.532470703125,150.51205444335938,183.13108825683594,287.3623572168842,150.65173093594555,183.62043043824224,283.69289271374754,147.02012690510898,181.5670907345745,285.67769510148975,147.91804503979216,183.26541834433266,2897000,5724100,5807600
2020-05-26,293.684814453125,146.6609649658203,185.39553833007812,295.30172542589344,154.19355498667534,188.3220312092658,292.3390285116254,145.9525957835892,184.95415963318305,294.93380379453345,153.76453880553902,187.87106273406886,5246900,10267500,9662200
2020-05-27,290.2379455566406,145.6233673095703,185.01171875,295.0402494563612,146.06233971405484,186.44137150236668,282.83120507757553,139.69706477766954,180.88584526686984,294.33345125550466,145.1444634115202,186.44137150236668,5147900,9554800,7650300
2020-05-28,292.6875305175781,148.4468231201172,186.39340209960938,300.14269971650856,151.59456041420094,190.26020537445444,289.3375589810517,144.17669575662725,184.90618133303954,291.409525994003,144.3961895651465,185.70255745409486,4520800,10026700,8352200
2020-05-29,291.32232666015625,154.65248107910156,187.3336944580078,294.74974061557305,154.97175034177954,188.7729514431591,289.36653962471644,148.58650210058724,185.45305888875663,292.397016744351,150.15288837635788,186.62365574128333,4930100,9861900,10211900
2020-06-01,291.8160705566406,154.173583984375,186.4797821044922,293.42328938741724,155.6102651407305,187.94782342182282,288.42736363019316,152.6970017841632,185.68339128514245,291.23514345981374,154.54272572852906,186.82520445215133,2841800,5658300,6011300
2020-06-02,293.9365539550781,157.12677001953125,188.4083709716797,296.37641329042646,157.23651692410843,189.52140009991288,292.09697536156375,154.25340758958043,187.02668165951184,295.29203136360496,155.64020108000327,188.00538069577772,4131300,6344400,8462100
2020-06-03,297.3058776855469,156.41839599609375,188.89768981933594,298.31278677083134,157.90595442304303,190.11626491497586,292.6003992960051,154.7622210235431,187.6503453942042,295.7664396242638,157.12676512604827,189.98193483961336,3429700,6732800,8879400
2020-06-04,291.7870788574219,154.24343872070312,185.79849243164062,296.8701401734822,159.11217320203772,188.50430275563116,289.821629663766,153.28065281384121,185.29954588038166,295.7276687213873,156.3385861746802,188.04372995098592,4147700,7554500,7829800
2020-06-05,301.9627685546875,155.64019775390625,191.5267791748047,302.2532172627779,155.97940991586074,191.6803034770254,295.93086097451214,149.65403630183295,187.56401913892162,297.05397855774976,152.62715889375585,188.25486385803157,5058200,8446100,8561200
2020-06-08,300.5395812988281,155.72999572753906,191.51718139648438,303.60876504066346,155.84972931570337,191.86260374161088,297.2864072691401,152.75687295986884,189.147203153149,301.1689066787822,153.9241726851931,191.4979871992877,3724300,5494400,7628100
2020-06-09,301.5852966308594,156.4982147216797,191.01821899414062,303.50234764169545,157.84510713683645,193.50333293383738,298.39993263717565,155.23613295874662,190.2122384689765,299.9296791266566,155.430675289525,190.32737436089096,3314800,7265600,6892300
2020-06-10,303.1924743652344,159.5411834716797,192.3614959716797,306.009945953685,160.51891891404225,193.9926510149768,300.4234306089212,157.23651374574143,190.89345496862433,302.4566608791331,157.23651374574143,191.8049814950951,4089000,5881800,8405300
2020-06-11,281.9888916015625,152.68702697753906,181.23129272460938,296.7442837190219,159.1321345485461,188.40838537725688,281.8049308192321,152.56231527334742,181.10655240078717,295.3113633688939,157.9748062799844,187.23778821166061,6505300,9041700,11974600
2020-06-12,288.3208923339844,154.9019012451172,184.47438049316406,290.450919083105,156.8474159237682,187.10342881492159,281.64030420057384,151.53967871962223,180.24297561472676,289.28909436917957,156.69775275116643,186.34542649401791,4512200,7038100,11706300
2020-06-15,287.720703125,157.18663024902344,183.99464416503906,289.4150572243957,157.55577201070395,184.68548882605592,279.5684264002866,151.8689215164544,178.6694039776172,280.77867932842645,152.27797954748192,179.42740636465626,5932900,5115000,6752700
2020-06-16,294.79815673828125,160.84815979003906,185.0692596435547,299.2615537929146,162.4544470588338,190.34653516341993,290.56708916226955,157.93489637043288,184.03299287547568,296.1826785123181,159.82053662305316,188.88808401121108,4013100,6537300,11057200
2020-06-17,294.10113525390625,163.4521484375,185.72177124023438,297.70284893240813,164.57954710548657,187.45847281474627,293.4427352448982,161.28715509772505,185.24201877696,295.3016966310106,162.46442626809255,185.81772758924257,2566400,5582600,5968900
2020-06-18,295.15643310546875,167.66241455078125,186.05758666992188,295.39848364441906,168.44061435029744,186.38381480106446,290.94474781829604,163.93103496119596,184.3304750331642,292.2324436847504,164.3400929958022,184.80063767455104,2776600,8583700,5803200
2020-06-19,287.0718994140625,163.98092651367188,184.4168243408203,299.65852569528613,170.72533000808556,189.1184067654018,287.0718994140625,163.63172765186366,183.6204335795791,299.65852569528613,170.20654027869762,188.91690431026873,4533500,11332700,11483300
2020-06-22,294.7594299316406,169.8673095703125,187.0650634765625,295.253222424643,170.5058328755735,188.4083643490179,288.2628025492858,165.16818116442525,183.54366795349733,290.07333562738626,165.19811075501588,184.21533303060647,3489200,7793800,6674500
2020-06-23,297.121826171875,172.39146423339844,189.95315551757812,300.55893135680725,174.99544504450645,192.04486883382046,294.740057591745,170.00697722426855,187.8902261724121,297.26705055837454,171.60329301618293,188.30280618509312,3801500,7693900,9866800
